IPF,FY,ORG_TYPE,REGION,STATE_CODE,tot_doll
1b646790ea8dad48a1f6bd22f1bde18a,1991,Other Higher Education,North East,PA,16082592.419662924
1dc65c716cdee2de61912d722e3acb86,1991,Research Institutes,North East,NY,1193427.6497325776
326cfe57b2df4ff392940be8a7e0bbde,1991,Medical Schools,Mid West,OH,7717343.479264733
88519f1c166664c87640f0ec3f3831e7,1991,Other Higher Education,Mid West,OH,1662649.9283099181
21035d9db93733688967acf062532d9b,1991,Research Institutes,Mid West,IL,2306173.96945656
4585ff6b66c1b997c0a793fa899da0ac,1991,Research Institutes,South,DC,2818936.907052714
2ef67cf9e668a8aa5e84b389ccb9bab3,1991,Other Higher Education,North East,NY,2763093.8430279866
3dbe16e79d3faf1f0f84e37081d761f7,1991,Other Higher Education,West,CA,977686.3298418112
87550054759ebd5d1c27969afd417d77,1991,Other Higher Education,South,FL,508225.8794245143
75ad0a353326c787c2833ebb5fadd424,1991,Research Institutes,North East,NY,330945.7885835808
9f2e7707ad66efd871d55b1108d6d4a9,1991,Research Institutes,West,CA,5473834.666348377
007044c201ef05f36548b8e8f1b3b0eb,1991,Other Domestic NonProfit,South,DC,9727722.06220836
9c37074967711d03018a509d4ca3f1f3,1991,Other Domestic NonProfit,North East,CT,350931.0073280088
86bbaf79c33232f62e8e1fe86d70c095,1991,Other Higher Education,South,FL,1091633.9112174152
62b927dce1d71c9265bd314c3d75ad4a,1991,Other Domestic NonProfit,Mid West,MN,581056.9682128953
4df3453e3903831ae21a4ed707bb51e1,1991,Foreign,Foreign,,4806766.97552942
9699c6e8815e85cbea5142ef959cf390,1991,Foreign,Foreign,,2108333.275320342
bc0e6cb993507a0a3d3f23d3b0c9ad2a,1991,Other Domestic NonProfit,West,CA,478930.7322953769
01fda0e96b98d66672995cf8caf7d523,1991,Other Domestic NonProfit,South,VA,2147650.5076742726
74384522dd698bcb69a1fdfcc49155b7,1991,Medical Schools,South,VA,67222635.22913674
8466dda59bb981006aff272cff661a3e,1991,Other Higher Education,South,VA,7198244.225314674
25d7af02bd120d53895a5b5b98ae100f,1991,Research Institutes,South,VA,331129.72346755135
54a30b45abbf4a95b53eba7ba172eff0,1991,Other Higher Education,South,DC,1121278.0625918086
a9c6c858fbbf14e00bbb2312c49497fc,1991,Other Higher Education,North East,MA,827923.3502856498
b0f97b7e449f59fd7e790b42a5adf071,1991,Domestic For Profit,West,CA,1456128.9276687468
29b317373ce292433a5f65504cc44bd9,1991,Other Higher Education,Mid West,OH,392181.9135246747
40575a60af50ea4b1e2d245d795cebb6,1991,Other Domestic NonProfit,North East,MA,385814.941232469
1f12c64884c2e7529e755362932bfbd3,1991,Medical Schools,South,VA,3067062.534190179
0615bb686c9e6e92c54936c600a2833d,1991,Research Institutes,North East,MA,9213596.122808637
8b9c16cb6406857688b4215a512859f9,1991,Hospitals,West,CA,225291.7782358467
7691c1f70c563685cea9c73028b0845d,1991,Hospitals,Mid West,IL,967345.8951913198
541c111fcfd4087c1f20c33684c1a194,1991,Medical Schools,South,TX,114602615.39167853
1c75f132e059e47d0a51cd99c9c6d370,1991,Other Higher Education,West,AZ,1062617.0243481912
11ac706c9ca823e672766f1f7eeac969,1991,Other Domestic NonProfit,South,MD,375847.09221783356
b4a6aa59cee23592a7530d7b504838d1,1991,Hospitals,South,DC,277170.8120110314
37a457f81e17855bf55b424ee7440dde,1991,Hospitals,West,WA,259340.931360567
596dd86eeba3a8e81c3c12c74e778bc2,1991,Research Institutes,South,DC,99416.73555466233
4090705168f4e19587fbc55f3d12da37,1991,Hospitals,South,LA,202026.38975573037
6569dd46bb31bc16b18cf6d3d11e6287,1991,Hospitals,West,AK,403713.20774786186
99a011e1f1e37356dbedd54cab81ed97,1991,Other Domestic NonProfit,West,AZ,58953.44739382791
60fab088ee8068e77ce314bdb225f0d7,1991,Other Domestic NonProfit,Mid West,SD,818125.2872460423
91b522bcb9755a04034ddf3e7d7d87ca,1991,Other Higher Education,West,AZ,9750362.544676635
b89efa25eb59a809e74fdafe78a9fc05,1991,Medical Schools,West,CA,3274314.556448292
daaff12c5ea3bae0c2a9b2cfd4b0adc6,1991,Medical Schools,West,AZ,56661401.03993607
4ffb600678e901a12e7cf647c267f0f7,1991,Other Higher Education,West,AZ,37479842.840621576
03fd5130912842820b2e906d47cc1754,1991,Other Higher Education,West,CA,583558.9526181576
1df7216a86fcef738e6ea8cd69b364e1,1991,Other Higher Education,West,CA,2086190.358683424
65b29b40e407990943b7eb6295922e86,1991,Other Higher Education,West,CA,716921.0831229636
9627049afb2993a9032f4aa1b19af5ba,1991,Other Higher Education,West,CA,251108.6720228394
3a9a6c6ca9a3919355d191d42e227c3b,1991,Other Higher Education,West,CA,227789.04640028038
14b8efb8c87b44891334fc501c853186,1991,Other Higher Education,West,CA,12663683.919592796
e71e1eea5469437f9f97eeff030f44fd,1991,Other Higher Education,West,CA,1083302.6098900025
026deed4118d995a5ef589c4cbd9e92a,1991,Other Higher Education,West,CA,651013.4871466148
b82d296889951548205beb56e262e48f,1991,Other Higher Education,West,CA,621602.7913713492
14a4ec8f7b5b1d90a01f45c05f4f7abe,1991,Other Higher Education,West,CA,246229.6847130141
b19d0075b5edab685806ab22fcf78d9f,1991,Other Higher Education,West,CA,281851.7157144003
4681e93b6ad9ee8e94aafa59e0a0c2f3,1991,Other Higher Education,West,CA,228741.73413301978
b8629bfdfd2035619e1a1a75369b6c48,1991,Other Higher Education,South,FL,1824691.7318543068
9b7ec4660845cd7a5c1018f6188013f8,1991,Other Higher Education,South,FL,9065684.281202598
511d46c26e18641ae1fdab3c260f29a9,1991,Medical Schools,South,FL,41549903.95060323
3b3829c09de9d34e6b057c396802cc11,1991,Other Higher Education,South,FL,22251422.209271222
b0421e89aca98a64b3c917a34864a3f2,1991,Medical Schools,South,FL,13444748.71324834
25206ed499cb03fe708a044c2c535d59,1991,Other Higher Education,South,FL,2819802.343024926
76fc1674938369b69774678716c188b4,1991,Other Higher Education,South,FL,243124.0170067254
23b021c683aac3dda5cc4f849b61f637,1991,Other Higher Education,South,FL,1015914.1032925163
7a993813b2cb670fd761e4184b08f8b8,1991,Medical Schools,West,UT,63065021.1747971
af3eb1dbb376838c5ca9d77490f228c8,1991,Other Higher Education,West,UT,24684921.461305767
8d35c813e7e32d3fc0f46bfb046c18d2,1991,Other Higher Education,West,UT,1002062.4012411663
4e1c9efd99b88ca8d80e0c9d58ca4585,1991,Other Domestic NonProfit,South,DC,454903.66532773466
72184c161914da77f231c3830060fe5b,1991,Other Domestic NonProfit,West,CA,663127.2414006428
7ac7106b23a693032f9cb4542628cd78,1991,Other Higher Education,North East,MA,233269.3588907178
e0807a18c7198beda84c48b4c88416b0,1991,Research Institutes,West,CA,344542.8117656175
754218aa478858e94fc61561471d6e21,1991,Other Domestic NonProfit,North East,NY,1230445.698460816
146b47def97f1c8e78a2fe40169d34a3,1991,Foreign,Foreign,ON,414704.48848057946
935e07d355f26383923ac79750f85d65,1991,Other Domestic NonProfit,West,WA,398770.5508139367
66ec7ca2d18e9e3b3f8a6e8c8b9234b4,1991,Hospitals,North East,NY,190617.7187263713
7f16ee386e23729cf5c2437916172969,1991,Research Institutes,South,GA,219625.1729274813
4ab114458fc6d21c9f5dc8f2c4244455,1991,Other Domestic NonProfit,North East,NY,1125749.0920866497
5bcf17a4a22f02631a398e6ec309adfc,1991,Other Higher Education,West,CA,88752342.25825906
af2a93ffec727f34765ea721b4c1c685,1991,Medical Schools,West,CA,36965844.245690845
4b56d21d92bab5c05ca9598e3014e464,1991,Other Higher Education,West,CA,33026836.642648377
7c0ec146af3eaee0fae7aaffed5e1ddf,1991,Medical Schools,West,CA,36522537.89431317
d3b258050df9fd2f3441ff5e677e8265,1991,Other Higher Education,West,CA,28547520.686194647
1159d6f792b5292c150632bdd6691c69,1991,Medical Schools,West,CA,127970875.53538972
9da7fc1ec277e5b676beef83b00bc9b2,1991,Other Higher Education,West,CA,102554952.55719608
b62f50d100dd416b3d47bcc01e7c5eb7,1991,Medical Schools,West,CA,2491207.617834894
a5d4dcb52a2e081fa6fd705013347372,1991,Other Higher Education,West,CA,9268040.810426725
6a40bcca963eea5cda48118515e0df28,1991,Medical Schools,West,CA,144258246.30209726
8cb0785beb578521b689d40d2643194b,1991,Other Higher Education,West,CA,45608344.17158376
07cc7a469a38722b3c10d6cf05ec53e4,1991,Medical Schools,West,CA,258103887.71893948
8c133d296b174e866f81d76f6030791b,1991,Other Higher Education,West,CA,31790321.084253054
86fb707a1d5d06118dd316d1832228c5,1991,Other Higher Education,West,CA,12450173.398767993
5eb5f6ea385f3501682c7b569d7c72da,1991,Other Higher Education,West,CA,10194060.338076467
ac0a158e0fc49a4ec9ae3c7d44d9518a,1991,Other Domestic NonProfit,West,CA,28759543.23247866
ad43784ce485a1f6c82d171fc0fcdd16,1991,Other Domestic NonProfit,West,CA,3929542.0364729343
bdcd34a197b0fcd5f9792623b0c5e3a9,1991,Other Domestic NonProfit,West,NM,9469989.381276501
93cfd52e47b90f6fb5459d649444bc42,1991,Medical Schools,Mid West,IL,31148388.79787964
f2519e3da67fecacfe55c6771a315735,1991,Other Higher Education,Mid West,IL,30192767.55737823
fbae90d1e132f7ade66cfb657cd94eac,1991,Medical Schools,Mid West,IL,1807324.0463477261
8e98b0fa5a5c0e29589455f883431967,1991,Other Higher Education,Mid West,IL,36187592.70441966
bfd903a9939bc8b48a7bdfe74285808c,1991,Medical Schools,Mid West,IN,477058.3708886121
ee3a9e0a2e32071c3c38422bb7601bc1,1991,Other Higher Education,Mid West,IN,24735347.89085472
884e1f002547544065cec0d5cb0e0624,1991,Medical Schools,Mid West,IN,53897462.98159566
fc0af7e4322c568f8cdc8b3ecbbed341,1991,Other Higher Education,Mid West,IN,4246221.091761222
8d225f00e0abc2af3068dc7956deeb36,1991,Medical Schools,South,LA,32471384.33440188
0cc2d63266d675471df5b583ec4103e0,1991,Other Higher Education,South,LA,482232.1253012508
fed168b0e3b80794f755269a09a422bc,1991,Other Higher Education,South,LA,798663.5751491839
3741c248dc5bd881cd8c36030f492e91,1991,Medical Schools,South,LA,10740084.811171716
b4a4df383393fba134dadd1ca8138c20,1991,Other Higher Education,South,LA,7975587.876242092
31263db46ccb5fe58bc8a703b10bb548,1991,Other Higher Education,South,LA,456731.222073714
ac5495b847acbec41a087d84605d026c,1991,Medical Schools,Mid West,MO,17761114.9728306
0f59b6f58335af51b295bb398312f513,1991,Other Higher Education,Mid West,MO,11264313.013381975
020a923d40aec435482916fe606090b5,1991,Other Higher Education,Mid West,MO,1435606.0535542634
c0da9fabbe0f2f4b27e3f3d74d3a60b8,1991,Medical Schools,Mid West,MO,5024434.894155852
27974aac2869286fa27acd5f744e5e9b,1991,Other Higher Education,Mid West,MO,2936211.819640008
f5e88dfa70bf8ff2eb3852fe305fd202,1991,Other Higher Education,Mid West,MO,465239.3837373975
6a085ff8e1653d62f7946da5ee50b7b8,1991,Other Higher Education,Mid West,NE,468658.68369627086
fdd3aaa33ac6b26973d9d8bef7bce650,1991,Other Higher Education,Mid West,NE,5804292.319717689
adb948b58c33ffd5b1331d5c48d4d48a,1991,Medical Schools,Mid West,NE,16212195.677885886
4752205ae6e4668ada26695bfadab878,1991,Other Higher Education,Mid West,NE,1312678.6830758916
6d2f358684cacbc7c17264f97409d9df,1991,Other Higher Education,South,NC,146015.89852898894
7312850999fa189f796800e5f8071c96,1991,Other Higher Education,South,NC,322869.1663119384
a61834d6497734c2b1169b0968d7ce4a,1991,Other Higher Education,South,NC,12445042.08996344
756afee9d081fb16928d7e50c4ac6f30,1991,Other Higher Education,South,NC,1397411.2939758152
2d901100aa01fb9764d84f42d32e4ee7,1991,Medical Schools,South,NC,119907538.98911718
6f0996ea4438685c8ac76e4c9aa1acf2,1991,Other Higher Education,South,NC,35698658.746082634
6fb2f640737ca6b0991bcf6ebb88a161,1991,Other Higher Education,South,NC,204049.67217420868
df7659ca8cffe695db75dcfd67852821,1991,Medical Schools,South,NC,6582730.146348531
557696551fff96f857cdf68207fb952e,1991,Other Higher Education,South,NC,308668.4598288753
42ca726d338cf36efc0211a621cb3010,1991,Medical Schools,South,TN,32713152.424525652
c0c2b473d4c164d9e38b8a691067118c,1991,Other Higher Education,South,TN,3231813.837295659
1c17c9c50befc8f8eef366bd3bde6a2c,1991,Medical Schools,South,TN,534658.2471146049
3b300ffc8c9ee84dd953401f724b200a,1991,Other Higher Education,South,TN,7847158.970189552
6eb082accfe96cd8870c53cc9a85a850,1991,Other Higher Education,South,TX,218776.2432387987
b715d0e6565b691bf382d084931d870d,1991,Other Higher Education,South,TX,29067657.51685614
6ff513cfab0833d1fe33f982ff5f62d1,1991,Medical Schools,South,TX,103269751.30509639
ffcfdc01655e1356fbf40c217e44a3a3,1991,Medical Schools,South,TX,48029427.8366637
d8b7b72dc6c5cb5ef9523ccd302a5927,1991,Other Higher Education,South,TX,63023058.1171676
e662ded1722a5dc07a5858b23f4cdba1,1991,Other Higher Education,South,TX,3676931.231491056
57d5b2bbdf5c8daa16f4edcc568e1d16,1991,Other Higher Education,South,TX,225428.5503386175
7333c7fa8a4a68ee34140c910b92206a,1991,Medical Schools,South,TX,40297020.57157245
0fc8b2756b26dacc44e46ae904e0c5d5,1991,Other Higher Education,South,TX,17755198.404520836
807c655bfe2b664668b0e556887248da,1991,Medical Schools,South,TX,64756089.02739102
ddead15a34e353df96c0d0b82b36369f,1991,Other Higher Education,South,TX,5715465.981013152
8fe2d93ce13cf1dd11e186d2b8508a70,1991,Other Higher Education,South,TX,3849785.0974979335
a943586a6109f776fb418e81297d2ec0,1991,Other Higher Education,Mid West,WI,86614.40491886553
c83105111fb6bc3a10579f3a746e8bb5,1991,Medical Schools,Mid West,WI,83556741.92126289
6b1c9b9336a82fc21d494479748c4b37,1991,Other Higher Education,Mid West,WI,77348168.08454001
987b71363d54724eac98feef715beaca,1991,Other Higher Education,Mid West,WI,3866867.4470781595
23852ffbc91b486987ff84ce1735b620,1991,Other Higher Education,Mid West,WI,455132.4046860339
0f3dc62208763003cd9ad7daf186bffc,1991,Medical Schools,South,PR,5506108.140630405
9fd62f9d4efd1c21695a5a01a531e3ff,1991,Domestic For Profit,Mid West,IL,214673.08332544198
80dd182d96f590eab6e5a23d8547e164,1991,Domestic For Profit,West,CA,646841.9411818727
35192545ec66c3b287b5990a3c0107c8,1991,Other Higher Education,Mid West,SD,150196.87701267962
9846a27b072c254e1a491227b04983ad,1991,Other Domestic NonProfit,North East,NY,258312.7832151993
b6a0c9047a8ee329ac7f7eb7c6e16650,1991,Other Higher Education,North East,CT,207362.855968611
1cf606f70e400ea760aad592040b15c5,1991,Foreign,Foreign,AB,117873.88087810735
8424d63c7fd844ef273e5d8a93e8b4ad,1991,Hospitals,Mid West,OH,11798509.065352695
855e102bda0d7abd35ebe0a0bbf22063,1991,Research Institutes,West,WA,422026.5068123958
9ce7ca07b9d32dd993f8cbd95c970724,1991,Other Higher Education,Mid West,IN,965617.3800621117
87a168e8b0646a25bb2ad178322b1202,1991,Other Domestic NonProfit,North East,VT,369458.8966554423
9e16c68d20441aa0544320e4fb369612,1991,Other Domestic NonProfit,West,CA,856390.7908098333
9750e2a2c7899a3f3f7a58c86d6537f9,1991,Research Institutes,West,CA,761876.624086116
e6d13f83f332cfa7bfa86ffb0b1e9162,1991,Research Institutes,South,DC,857102.948582202
17164d5766928772052892c7c6a8cd97,1991,Foreign,Foreign,,122583.08225019612
9c96c96e33433dbe64aa94f0c5fc9645,1991,Other Higher Education,South,GA,21320740.64194914
c3e686195758836c55e88fabe9ce4347,1991,Other Higher Education,South,GA,8226828.603381044
00e82db1e592b89f45d70f68223799ce,1991,Other Higher Education,South,GA,6878945.280905607
8d441c3f36711c1cc8a07ee3b529b6e8,1991,Medical Schools,South,GA,15504152.98319622
662f1b9d075a965995b4f23c2b0ab365,1991,Other Higher Education,South,GA,2787526.5100631127
95c06e260c44a855822adfc556fe3a76,1991,Other Higher Education,South,GA,1326820.4359892264
12073bd92cf433d12a9d43ce6101fe04,1991,Research Institutes,West,NM,5427648.177206115
5c41a94dc99f22c4bb16309e338d1481,1991,Other Higher Education,North East,ME,255966.43606247907
8bd3d6ac591202c051ad5ca42d031605,1991,Research Institutes,Mid West,OH,4953801.589628891
55d80a61c641facbb2e395d5cab36232,1991,Research Institutes,West,WA,990566.4790106505
ff3e984e86b250ac3e879e3d19c39795,1991,Domestic For Profit,South,TN,4975859.612439239
600a9aa65ae1402b2d4503d90009a5db,1991,Domestic For Profit,Mid West,MI,509072.4508063257
5c651173a4669270fce57d78da042559,1991,Other Higher Education,South,MS,483163.5897638046
0223f5ba961a43f0bd5c8087a4f06b4a,1991,Other Higher Education,South,TX,502000.39528945106
299d2911fa23bee721e585204360702d,1991,Other Domestic NonProfit,North East,MA,1976876.5199081008
02bee4d9a1f65aac747fdf1c87817ba7,1991,Foreign,Foreign,,232512.3966440205
a9fda21de3f0a9bb6a316af96a8f9449,1991,Research Institutes,Mid West,MN,220695.7676132202
a7ea4d3d3462dc296a3298e417b0e214,1991,Medical Schools,North East,NJ,27248825.76047268
4209ac3ab35d3b3a37d71da48c007cd4,1991,Other Higher Education,North East,NJ,15620272.40932223
b93024ad50c1076e1f7e22b0f3056276,1991,Medical Schools,North East,NJ,34752965.272701904
24ee991f647b3b2358b3ea5d5e7e3469,1991,Other Higher Education,North East,NJ,2666563.468806405
c9792d95bc3e436a1e3a340a038361a8,1991,Other Domestic NonProfit,South,NC,906439.9095321675
0c5d44478baa1f9d344e82180e440424,1991,Other Domestic NonProfit,South,NC,476619.7571353281
e32e9424e0c5f6eb903dc3d064129b0d,1991,Other Higher Education,Mid West,MI,4271446.092476346
61e2df44e8d1a826425079cb8f64454a,1991,Research Institutes,South,TX,1178132.7673596325
1779ddc7d03262f82ff2fecfbb3198e0,1991,Hospitals,North East,NY,788327.8567395209
775ee8ac47e43310c8324f66b8a2e53f,1991,Hospitals,North East,MA,54219907.69070799
cf57153243d5aad85c5a91dc36ef8426,1991,Hospitals,North East,NY,2943066.926214198
5f536ed7a24ce8ca7d27e6d3cda31671,1991,Hospitals,Mid West,IL,1099392.1848091874
7987ae2b73bd87d10802d61d1213b07c,1991,Hospitals,North East,MA,377075.68209007196
ad82b5e1f9062c299adfc0496b06efa0,1991,Other Domestic NonProfit,West,HI,691960.1935723533
6e66a1404c2503613c5ea4e31f454c15,1991,Other Higher Education,South,VA,919867.1467391762
9160f742532cd7b8d1f3cc0f3aa9b997,1991,Medical Schools,West,HI,4451947.398737412
22a281b040f44099903c434f41aa8f63,1991,Other Higher Education,West,HI,9574214.360025126
b30f483db29062bdf310fe3e66f91a92,1991,Other Higher Education,South,MD,13590910.815336244
85b710a383286fa7698dab56c42cf72f,1991,Other Higher Education,South,MD,5179006.116663582
f186d82deb811fd139e8580d8faf43e3,1991,Medical Schools,South,MD,70153965.71527974
a7ae39b734bd9651863c93c8bf8d2699,1991,Other Higher Education,South,MD,5115272.724303883
e94ce852631fe68c1ab6f8e35fe147b4,1991,Other Higher Education,South,MD,226829.2843062981
7a7f5e941b036b8fff250881395dc8b3,1991,Other Higher Education,South,MD,2106835.856737563
da1e30234908019b4c1ef0076f123c1b,1991,Other Domestic NonProfit,South,LA,352874.1129065733
8c5f4e30eb54388b91d57c8572cf7451,1991,Medical Schools,West,NV,7885233.463575846
63fd62fa2eb3c498840da6798afc09a3,1991,Other Higher Education,West,NV,629427.0928940924
c14cc13ea1930382b713b62b6a89dec8,1991,Other Higher Education,North East,NH,3126181.051150395
819d1ae821ea1ff78bf777e578ac0fe0,1991,Domestic For Profit,South,MD,695327.6145091982
c2f0187140169472b915c05f8ff7036b,1991,Other Higher Education,South,AL,220825.46516829118
1ee199a0ed298b87d85abf968e856a8d,1991,Other Higher Education,North East,MA,1598482.637878392
b4aee5c165bbe18f8bf19b1f790a6453,1991,Medical Schools,North East,MA,67265324.61097449
b50b902449be25522219b03b3177b14e,1991,Other Higher Education,North East,MA,24844230.19937439
e98f90c472a76e959d2033b2c61fcafe,1991,Other Higher Education,North East,MA,10435238.892502956
5d98b20ade9de660da85cdab9b86d496,1991,Other Higher Education,North East,MA,1418632.1769537246
3ede7fec1442f97f3bcea3cdf93c2fcb,1991,Research Institutes,West,CO,379896.0149887476
3efeb8825879e3854af8aa003c0098fd,1991,Research Institutes,West,WA,94671317.89441325
1f77d7f45bc4deb3ef16b507a36b7e03,1991,Other Higher Education,North East,MA,4105661.924425299
34c68d32079c0acdab50e6b08f92cf5c,1991,Domestic For Profit,North East,NJ,1823875.816224338
ffaf1da4138a810598ddd6f447fe497c,1991,Domestic For Profit,West,CA,356375.94763931783
f82ebdda81a9c297f0c12eded89c9999,1991,Domestic For Profit,West,CA,1347237.1939392386
8bd7f92ccfa8936bb6888692d5fd9fe3,1991,Medical Schools,North East,MA,71885322.35441528
4bd2108e44519600edd2780d22dd1abc,1991,Other Higher Education,North East,MA,19139764.929338127
a60729d0b934cb03c9f4527612dff638,1991,Research Institutes,North East,NY,390642.04952026583
1f5a6ca9f7b8977a04f85c2c5f93d478,1991,Other Domestic NonProfit,North East,MA,1053797.5885523374
fbd1c1fff4a0f1675879b15a104f7744,1991,Research Institutes,West,CA,320180.8890887481
23740c338884677df5b40b9d4ea50843,1991,Other Higher Education,North East,MA,25393310.80920564
6468aa261e0dc7381c3c100af2995794,1991,Other Domestic NonProfit,South,PR,1141145.3743832372
1a833b82fe2646b0530d7720f2d45eac,1991,Other Higher Education,West,UT,2254886.8287532437
ef077a6b1db809c09374821ced2773b5,1991,Foreign,Foreign,,662832.4742978296
644a7a9fa48763000038026b5c6ffc0d,1991,Domestic For Profit,North East,MA,538435.9839868485
554e30b0445e2b4e6e8dc67da9636961,1991,Foreign,Foreign,BC,2636487.776921229
6c088be0d12781246b2f1627ac8431eb,1991,Foreign,Foreign,,98633.83377830514
5f70394ddede5bf18e1a9b760e9cb17b,1991,Research Institutes,Mid West,IL,461820.0837785241
0bbf6e0e607fddfa7e32b60c5b2c5313,1991,Other Domestic NonProfit,North East,PA,662964.5299733148
0c6527b6ee0b8dfad9b17a86cfdfe2fc,1991,Research Institutes,North East,NY,9952431.382091478
c53095c3cb59bc9023dc3cbae8bc449f,1991,Research Institutes,North East,MA,549922.4737357071
7363d47fddc8bdfa80e0c2bdffa5b1a4,1991,Medical Schools,North East,RI,23635359.09524118
48dd222448dde64eb823239944508151,1991,Other Higher Education,North East,RI,5353897.413997881
772524bfc7473a4f3805a336347f73e1,1991,Foreign,Foreign,,1631359.7965801877
42723f13bd1db04779fd99d4b16e7722,1991,Other Higher Education,North East,PA,1383373.2991065371
7de41ffd41b4b60c51a7619e12c2f0c1,1991,Other Higher Education,North East,PA,270605.7561123693
7cc144863fbed4086421e7d05b11d18a,1991,Other Domestic NonProfit,North East,CT,1404886.5910668455
0d06065903d8d6ae104a7d162c0d1bfa,1991,Foreign,Foreign,,164484.8345290882
8f9cc72bc97a17cabaa5b64c21922914,1991,Other Domestic NonProfit,Mid West,IL,549283.4182555524
9a39fc3a74f7b6fb45379d633a763e87,1991,Hospitals,North East,RI,871553.6175072929
3a73c9b4f3c891fd558f3f5339454289,1991,Research Institutes,West,CA,4503795.776574297
2669c1d796f03719d7a4e5a47c6e7713,1991,Research Institutes,South,MD,326121.0384161982
50a8592a1df5800b369e5b78511768a5,1991,Research Institutes,West,CA,423533.35675809055
4be02cd68e41d3eae2806c1cf210ad6e,1991,Other Higher Education,Mid West,MN,372305.169251589
726df62f9c42b6eba7c348216235bda6,1991,Foreign,Foreign,PQ,356161.3571899614
84fb9463b00ef535984b37ab9ce8e6e6,1991,Other Domestic NonProfit,Mid West,NE,278866.31326798233
8fbc768c7eccc56c07994a105f0e36a4,1991,Other Higher Education,West,CA,32699548.323999055
16ce4989a306b66a2aebb17713542c95,1991,Other Higher Education,West,AK,1047253.7559238607
4b3a5d931e95bbb7359607e14ac60ddf,1991,Other Higher Education,West,AK,1554984.4263322342
dabc0e760de07eeacaf1c7b51c38bd15,1991,Hospitals,North East,MA,147387768.8380297
1bd9db44f135d98b66c778229ff4f305,1991,Domestic For Profit,South,DE,517627.775251209
8f01a1324f479e5f08074014d13b084f,1991,Other Domestic NonProfit,Mid West,NE,2606548.858630479
42813c42cb100e64056bf4ed3f947e8a,1991,Hospitals,Mid West,NE,981251.8343851124
415803fcf8eafcc5cdc51d8ec5af9d5c,1991,Foreign,Foreign,,171582.82959426838
63628e802c2cdb2de521b8b88fe58cf5,1991,Research Institutes,West,WA,5593729.469921019
7472b9cf4ec9dc8135afc9f89e1250f6,1991,Other Higher Education,North East,NY,226638.2750610846
9b7354f6fc2ac745a4f778915aa9ac8c,1991,Hospitals,Mid West,IL,138658.5082977297
307c659042194e25354488333d40910c,1991,Other Higher Education,Mid West,MN,365949.98756145476
7d67fc5eee417bb86f4c7404ed22ee7a,1991,Research Institutes,West,CO,388960.6971722577
bbfd1a28864c1614091230cb7afa5466,1991,Research Institutes,West,CA,1197379.8888206778
742d45da07fb4a3dedb382e79c78c3a5,1991,Medical Schools,Mid West,OH,1714580.8409206741
8dfde6205fbc60718bfe824880a52dd4,1991,Research Institutes,South,DC,4828315.639109487
8f13dc5d20ac9943cdcc95f1c7b954fc,1991,Other Domestic NonProfit,South,TX,959104.203185478
3baa992850238969c47205ffa2b339dd,1991,Research Institutes,North East,CT,1442239.495317854
378cdafc5c8a7674d00f77101dba4578,1991,Other Domestic NonProfit,West,OR,5384001.4025822
f4038306aa25e4adf409853a050221a7,1991,Research Institutes,West,CA,18641478.593092717
67d39b9682136476686d741f3e26fc6f,1991,Research Institutes,North East,PA,21826891.359187316
2b959ba80aa125fc2d291599820b0ed3,1991,Research Institutes,North East,PA,21111882.71675469
9aee164932a02e78562f44d954b35aaf,1991,Other Higher Education,North East,NY,571143.3565271596
d10f846456cb5969fa95583ae542b467,1991,Medical Schools,Mid West,IL,1371377.4516190516
a5ce7fb2b2aff6ad3075fd1e3a177be8,1991,Other Higher Education,Mid West,IL,2629837.828874109
0efae9c92a3185aa428aded5f15747b2,1991,Other Higher Education,Mid West,IL,226699.5865647702
efb36be108ac2cf87ae12e222e9b5c91,1991,Medical Schools,Mid West,IL,2782300.876441989
24b67a3d4c56fac70c72b27827f06b00,1991,Other Higher Education,North East,NJ,255902.76643837919
4ed0c4be77037eb7db0edcd6fd172e2d,1991,Other Higher Education,North East,NJ,34637899.94150409
26d186cffe6a76b4beb9660513d80573,1991,Other Higher Education,North East,NJ,3499835.0757205496
70be35e6f2b4e7c4e4e86fae6fab45dc,1991,Other Higher Education,North East,ME,150602.4767258953
c644f0f2e44258377e92e9a33bb3e6ec,1991,Other Higher Education,West,CO,31031512.41081213
6f6eedac709610c48778bb6bcc70ff35,1991,Other Higher Education,West,CO,564347.2031497839
ed5af3e5af2be7436ac86554c309a151,1991,Other Higher Education,West,CO,3375464.523428928
a96e13fe242698d81b72c19b3394b0b1,1991,Medical Schools,West,CO,83426638.74785164
94d796edf07f6dd4e2eb7371f6a04de4,1991,Other Higher Education,West,CO,3228559.6068845275
aff19ffa64f92e7a0b4479e37b1c1d2c,1991,Research Institutes,South,MD,5076221.961234879
1a2cf11f84f3f6af623c78b9a7bc44ad,1991,Medical Schools,South,PR,328722.06462468865
6a5c195a19e6c7b920102cff69eadd20,1991,Other Higher Education,South,DC,1395755.8811388214
3c1982869743ca52f33f0e44fba39424,1991,Hospitals,West,CA,9730391.474281779
de620a977987bb82cf55ad68797d1434,1991,Other Domestic NonProfit,Mid West,MO,1761828.491894104
e8d9ddc48d70d5b397f496ce78b98cd7,1991,Medical Schools,South,TN,2104239.546956358
868dabb46cb03ebe9b6e7785c19c6e3a,1991,Other Higher Education,South,TN,2920027.9200907075
